source,slug,institution,news_partnership,story_count,corpus_file
The Daily Free Press,the-daily-free-press,Boston University,0,10,publication_corpora/the-daily-free-press.txt
The Daily Wildcat,the-daily-wildcat,University of Arizona,0,10,publication_corpora/the-daily-wildcat.txt
The Dale News,the-dale-news,Farmingdale State College,0,10,publication_corpora/the-dale-news.txt
The DePaulia,the-depaulia,DePaul University,0,10,publication_corpora/the-depaulia.txt
The DePauw,the-depauw,DePauw University,0,10,publication_corpora/the-depauw.txt
The Decaturian,the-decaturian,Millikin University,0,10,publication_corpora/the-decaturian.txt
The Defender,the-defender,Saint Michael's College,0,10,publication_corpora/the-defender.txt
The Delphian,the-delphian,Adelphi University,0,10,publication_corpora/the-delphian.txt
The Denver Clarion,the-denver-clarion,University of Denver,0,10,publication_corpora/the-denver-clarion.txt
The Dickinsonian,the-dickinsonian,Dickinson College,0,10,publication_corpora/the-dickinsonian.txt
The Drew Acorn,the-drew-acorn,Drew University,0,10,publication_corpora/the-drew-acorn.txt
The Duquesne Duke,the-duquesne-duke,Duquesne University,0,10,publication_corpora/the-duquesne-duke.txt
The Eagle,the-eagle,Northeast Texas Community College,0,10,publication_corpora/the-eagle.txt
The Easterner,the-easterner,Eastern Washington University,0,10,publication_corpora/the-easterner.txt
The Echo of WestConn,the-echo-of-westconn,Western Connecticut State University,0,10,publication_corpora/the-echo-of-westconn.txt
The Egalitarian,the-egalitarian,Houston City College,0,10,publication_corpora/the-egalitarian.txt
The Envoy,the-envoy,CUNY Hunter College,0,10,publication_corpora/the-envoy.txt
The Et Cetera,the-et-cetera,Dallas College-Eastfield,0,10,publication_corpora/the-et-cetera.txt
The Etownian,the-etownian,Elizabethtown College,0,10,publication_corpora/the-etownian.txt
The Express,the-express,Las Positas College,0,10,publication_corpora/the-express.txt
The FAMUAN,the-famuan,Florida Agricultural and Mechanical University,0,10,publication_corpora/the-famuan.txt
The Fairfield Mirror,the-fairfield-mirror,Fairfield University,0,10,publication_corpora/the-fairfield-mirror.txt
The Falcon,the-falcon,Seattle Pacific University,0,10,publication_corpora/the-falcon.txt
The Ferris State Torch,the-ferris-state-torch,Ferris State University,0,10,publication_corpora/the-ferris-state-torch.txt
The Flagler College Gargoyle,the-flagler-college-gargoyle,Flagler College,0,10,publication_corpora/the-flagler-college-gargoyle.txt
The Flor-Ala,the-flor-ala,University of North Alabama,0,10,publication_corpora/the-flor-ala.txt
The Food Fix,the-food-fix,Michigan State University,1,10,publication_corpora/the-food-fix.txt
The Fordham Ram,the-fordham-ram,Fordham University,0,10,publication_corpora/the-fordham-ram.txt
The Free Press,the-free-press,University of Southern Maine,0,10,publication_corpora/the-free-press.txt
The Front Page,the-front-page,Front Range Community College,0,10,publication_corpora/the-front-page.txt
The GW Hatchet,the-gw-hatchet,George Washington University,0,10,publication_corpora/the-gw-hatchet.txt
The Gazette,the-gazette,Langston University,0,10,publication_corpora/the-gazette.txt
The George-Anne Media Group,the-george-anne-media-group,Georgia Southern University,0,10,publication_corpora/the-george-anne-media-group.txt
The Gleaner,the-gleaner,Rutgers University-Camden,0,10,publication_corpora/the-gleaner.txt
The Good 5¢ Cigar,the-good-5-cigar,University of Rhode Island,0,10,publication_corpora/the-good-5-cigar.txt
The Greyhound,the-greyhound,Loyola University Maryland,1,10,publication_corpora/the-greyhound.txt
The Griffin - Medium,the-griffin-medium,Chestnut Hill College,0,10,publication_corpora/the-griffin-medium.txt
The Grizzly,the-grizzly,Ursinus College,0,10,publication_corpora/the-grizzly.txt
The Guidon,the-guidon,Norwich University,0,10,publication_corpora/the-guidon.txt
The Guilfordian,the-guilfordian,Guilford College,0,10,publication_corpora/the-guilfordian.txt
The Gustavian Weekly,the-gustavian-weekly,Gustavus Adolphus College,0,10,publication_corpora/the-gustavian-weekly.txt
The HCC Times,the-hcc-times,Howard Community College,0,10,publication_corpora/the-hcc-times.txt
The Harbinger,the-harbinger,William Rainey Harper College,0,10,publication_corpora/the-harbinger.txt
The Hastings College Collegian,the-hastings-college-collegian,Hastings College,0,10,publication_corpora/the-hastings-college-collegian.txt
The Hawk News,the-hawk-news,Saint Joseph’s University,0,10,publication_corpora/the-hawk-news.txt
The Hawks’ Herald,the-hawks-herald,Roger Williams University,0,10,publication_corpora/the-hawks-herald.txt
The Herald - Medium,the-herald-medium,Southern Virginia University,0,10,publication_corpora/the-herald-medium.txt
The Herald Times,the-herald-times,DROP,,10,publication_corpora/the-herald-times.txt
The Highlander Newspaper,the-highlander-newspaper,University of California-Riverside,0,10,publication_corpora/the-highlander-newspaper.txt
The Hofstra Chronicle,the-hofstra-chronicle,Hofstra University,0,10,publication_corpora/the-hofstra-chronicle.txt
The Hornet,the-hornet,Fullerton College,0,10,publication_corpora/the-hornet.txt
The Hornet Newspaper,the-hornet-newspaper,DROP,,10,publication_corpora/the-hornet-newspaper.txt
The Hornet Tribune,the-hornet-tribune,Alabama State University,0,10,publication_corpora/the-hornet-tribune.txt
The Hudsonian,the-hudsonian,Hudson Valley Community College,0,10,publication_corpora/the-hudsonian.txt
The Huntington News,the-huntington-news,Northeastern University,0,10,publication_corpora/the-huntington-news.txt
The Husky Herald,the-husky-herald,University of Washington-Bothell Campus,0,10,publication_corpora/the-husky-herald.txt
The Hutchinson Collegian,the-hutchinson-collegian,Hutchinson Community College,0,10,publication_corpora/the-hutchinson-collegian.txt
The Index,the-index,Kalamazoo College,0,10,publication_corpora/the-index.txt
The Indian Leader,the-indian-leader,Haskell Indian Nations University,0,10,publication_corpora/the-indian-leader.txt
The Informer,the-informer,University of Hartford,0,10,publication_corpora/the-informer.txt
The Inquirer,the-inquirer,Diablo Valley College,0,10,publication_corpora/the-inquirer.txt
The Insider,the-insider,University of Pittsburgh-Greensburg,0,10,publication_corpora/the-insider.txt
The Ionian,the-ionian,Iona University,0,10,publication_corpora/the-ionian.txt
The Ithacan,the-ithacan,Ithaca College,0,10,publication_corpora/the-ithacan.txt
The Jambar,the-jambar,Youngstown State University,0,10,publication_corpora/the-jambar.txt
The Kenyon Collegian,the-kenyon-collegian,Kenyon College,0,10,publication_corpora/the-kenyon-collegian.txt
The Kilikilik,the-kilikilik,Heidelberg University,0,10,publication_corpora/the-kilikilik.txt
The Knight News,the-knight-news,CUNY Queens College,0,10,publication_corpora/the-knight-news.txt
The Knox Student,the-knox-student,Knox College,0,10,publication_corpora/the-knox-student.txt
The La Salle Collegian,the-la-salle-collegian,La Salle University,0,10,publication_corpora/the-la-salle-collegian.txt
The Lafayette,the-lafayette,Lafayette College,0,10,publication_corpora/the-lafayette.txt
The Lamp,the-lamp,Lincoln Land Community College,0,10,publication_corpora/the-lamp.txt
The Linfield Review,the-linfield-review,Linfield University,0,10,publication_corpora/the-linfield-review.txt
The Lion's Roar,the-lion-s-roar,Southeastern Louisiana University,0,10,publication_corpora/the-lion-s-roar.txt
The Lions' Pride Newspaper,the-lions-pride-newspaper,Saint Leo University,0,10,publication_corpora/the-lions-pride-newspaper.txt
The Lode,the-lode,Michigan Technological University,0,10,publication_corpora/the-lode.txt
The Louisville Cardinal,the-louisville-cardinal,University of Louisville,0,10,publication_corpora/the-louisville-cardinal.txt
The Lutrinae,the-lutrinae,California State University-Monterey Bay,0,10,publication_corpora/the-lutrinae.txt
The Mac Weekly,the-mac-weekly,Macalester College,0,10,publication_corpora/the-mac-weekly.txt
The Maine Campus,the-maine-campus,University of Maine,,10,publication_corpora/the-maine-campus.txt
The Maneater,the-maneater,University of Missouri-Columbia,0,10,publication_corpora/the-maneater.txt
The Marlin Chronicle,the-marlin-chronicle,Virginia Wesleyan University,0,10,publication_corpora/the-marlin-chronicle.txt
The Maroon,the-maroon,Loyola University New Orleans,0,10,publication_corpora/the-maroon.txt
The Mass Media,the-mass-media,University of Massachusetts-Boston,0,10,publication_corpora/the-mass-media.txt
The Mesa Press,the-mesa-press,San Diego Mesa College,0,10,publication_corpora/the-mesa-press.txt
The Minnesota Daily,the-minnesota-daily,University of Minnesota-Twin Cities,0,10,publication_corpora/the-minnesota-daily.txt
The Miscellany News,the-miscellany-news,Vassar College,0,10,publication_corpora/the-miscellany-news.txt
The Monitor,the-monitor,Marymount Manhattan College,0,10,publication_corpora/the-monitor.txt
The Montage,the-montage,Saint Louis Community College,0,10,publication_corpora/the-montage.txt
The Muddraker,the-muddraker,Harvey Mudd College,0,10,publication_corpora/the-muddraker.txt
The Muhlenberg Weekly,the-muhlenberg-weekly,Muhlenberg College,0,10,publication_corpora/the-muhlenberg-weekly.txt
The Murray State News,the-murray-state-news,Murray State University,0,10,publication_corpora/the-murray-state-news.txt
The Mustang Buzz,the-mustang-buzz,Southwest Minnesota State University,0,10,publication_corpora/the-mustang-buzz.txt
The Navigator,the-navigator,Lake Land College,0,10,publication_corpora/the-navigator.txt
The Nevada Sagebrush,the-nevada-sagebrush,University of Nevada,0,10,publication_corpora/the-nevada-sagebrush.txt
The New Courier,the-new-courier,Genesee Community College,0,10,publication_corpora/the-new-courier.txt
The New Englander eNewspaper,the-new-englander-enewspaper,New England College,0,10,publication_corpora/the-new-englander-enewspaper.txt
The New Paltz Oracle,the-new-paltz-oracle,State University of New York at New Paltz,0,10,publication_corpora/the-new-paltz-oracle.txt
The Nittany Pride,the-nittany-pride,Pennsylvania State University-Penn State New Kensington,0,10,publication_corpora/the-nittany-pride.txt
The North Wind,the-north-wind,Northern Michigan University,0,10,publication_corpora/the-north-wind.txt
The Nubian Message,the-nubian-message,North Carolina State University,0,10,publication_corpora/the-nubian-message.txt
The OBU Signal,the-obu-signal,Ouachita Baptist University,0,10,publication_corpora/the-obu-signal.txt
The Oak Leaf,the-oak-leaf,Santa Rosa Junior College,0,10,publication_corpora/the-oak-leaf.txt
The Oakland Post,the-oakland-post,Oakland University,0,10,publication_corpora/the-oakland-post.txt
The Oberlin Review,the-oberlin-review,Oberlin College,0,10,publication_corpora/the-oberlin-review.txt
The Occidental,the-occidental,Occidental College,0,10,publication_corpora/the-occidental.txt
The Olaf Messenger,the-olaf-messenger,St Olaf College,0,10,publication_corpora/the-olaf-messenger.txt
The Optimist,the-optimist,Abilene Christian University,0,10,publication_corpora/the-optimist.txt
The Orion,the-orion,California State University-Chico,0,10,publication_corpora/the-orion.txt
The Oswegonian,the-oswegonian,State University of New York at Oswego,0,10,publication_corpora/the-oswegonian.txt
The Pace Press,the-pace-press,Pace University,0,10,publication_corpora/the-pace-press.txt
The Paisano,the-paisano,The University of Texas at San Antonio,0,10,publication_corpora/the-paisano.txt
The Paladin,the-paladin,Furman University,0,10,publication_corpora/the-paladin.txt
The Parthenon,the-parthenon,Marshall University,0,10,publication_corpora/the-parthenon.txt
The Patriot Press,the-patriot-press,College of Central Florida,0,10,publication_corpora/the-patriot-press.txt
The Patriot Talon,the-patriot-talon,The University of Texas at Tyler,0,10,publication_corpora/the-patriot-talon.txt
The Point News,the-point-news,St. Mary's College of Maryland,0,10,publication_corpora/the-point-news.txt
The Pointer,the-pointer,University of Wisconsin-Stevens Point,0,10,publication_corpora/the-pointer.txt
The Poly Post,the-poly-post,California State Polytechnic University-Pomona,0,10,publication_corpora/the-poly-post.txt
The Prairie News,the-prairie-news,West Texas A & M University,0,10,publication_corpora/the-prairie-news.txt
The Prodigy,the-prodigy,University of California-Merced,0,10,publication_corpora/the-prodigy.txt
The Profile,the-profile,Hendrix College,0,10,publication_corpora/the-profile.txt
The Promethean,the-promethean,University of Wisconsin-Superior,0,10,publication_corpora/the-promethean.txt
The Prospectus,the-prospectus,Parkland College,0,10,publication_corpora/the-prospectus.txt
The Purple and White,the-purple-and-white,Millsaps College,0,10,publication_corpora/the-purple-and-white.txt
The Quadrangle,the-quadrangle,Manhattan University,0,10,publication_corpora/the-quadrangle.txt
The Quindecim,the-quindecim,Goucher College,0,10,publication_corpora/the-quindecim.txt
The Quinnipiac Chronicle,the-quinnipiac-chronicle,Quinnipiac University,0,10,publication_corpora/the-quinnipiac-chronicle.txt
The Racquet Press,the-racquet-press,University of Wisconsin-La Crosse,0,10,publication_corpora/the-racquet-press.txt
The Ramapo News,the-ramapo-news,Ramapo College of New Jersey,0,10,publication_corpora/the-ramapo-news.txt
The Rampage,the-rampage,Bluefield University,0,10,publication_corpora/the-rampage.txt
The Redhawk Post,the-redhawk-post,La Roche University,0,10,publication_corpora/the-redhawk-post.txt
The Renegade Rip,the-renegade-rip,Bakersfield College,0,10,publication_corpora/the-renegade-rip.txt
The Retrograde,the-retrograde,The University of Texas at Dallas,0,10,publication_corpora/the-retrograde.txt
The Rider News,the-rider-news,Rider University,0,10,publication_corpora/the-rider-news.txt
The Rider Newspaper,the-rider-newspaper,The University of Texas Rio Grande Valley,0,10,publication_corpora/the-rider-newspaper.txt
The Ring-tum Phi,the-ring-tum-phi,Washington and Lee University,0,10,publication_corpora/the-ring-tum-phi.txt
The Rocky Mountain Collegian,the-rocky-mountain-collegian,Colorado State University,,10,publication_corpora/the-rocky-mountain-collegian.txt
The Runner,the-runner,California State University-Bakersfield,0,10,publication_corpora/the-runner.txt
The Saint,the-saint,Aquinas College,0,10,publication_corpora/the-saint.txt
The Saint Anselm Crier,the-saint-anselm-crier,Saint Anselm College,0,10,publication_corpora/the-saint-anselm-crier.txt
The Salemite,the-salemite,Salem College,0,10,publication_corpora/the-salemite.txt
The Samford Crimson,the-samford-crimson,Samford University,0,10,publication_corpora/the-samford-crimson.txt
The Sandspur,the-sandspur,Rollins College,0,10,publication_corpora/the-sandspur.txt
The Scarlet,the-scarlet,Clark University,0,10,publication_corpora/the-scarlet.txt
The Scarlet & Black,the-scarlet-black,Grinnell College,0,10,publication_corpora/the-scarlet-black.txt
The Scene,the-scene,Saint Louis Community College-Forest Park,0,10,publication_corpora/the-scene.txt
The Scribe,the-scribe,University of Colorado Colorado Springs,0,10,publication_corpora/the-scribe.txt
The Seahawk,the-seahawk,University of North Carolina Wilmington,0,10,publication_corpora/the-seahawk.txt
The Sentry,the-sentry,University of Colorado Denver,0,10,publication_corpora/the-sentry.txt
The Shield,the-shield,University of Southern Indiana,0,10,publication_corpora/the-shield.txt
The Signpost,the-signpost,Weber State University,0,10,publication_corpora/the-signpost.txt
The Simmons Voice,the-simmons-voice,Simmons University,0,10,publication_corpora/the-simmons-voice.txt
The Simpsonian,the-simpsonian,Simpson College,0,10,publication_corpora/the-simpsonian.txt
The Siskiyou,the-siskiyou,Southern Oregon University,0,10,publication_corpora/the-siskiyou.txt
The Skyline View,the-skyline-view,Skyline College,0,10,publication_corpora/the-skyline-view.txt
The Snapper,the-snapper,Millersville University of Pennsylvania,0,10,publication_corpora/the-snapper.txt
The Sojourn,the-sojourn,Indiana Wesleyan University,0,10,publication_corpora/the-sojourn.txt
The Sounding Board,the-sounding-board,Grace College and Theological Seminary,0,10,publication_corpora/the-sounding-board.txt
The South Texan,the-south-texan,Texas A & M University-Kingsville,,10,publication_corpora/the-south-texan.txt
The Southern Newspaper,the-southern-newspaper,Florida Southern College,0,10,publication_corpora/the-southern-newspaper.txt
The Spectrum Newspaper,the-spectrum-newspaper,Sacred Heart University,0,10,publication_corpora/the-spectrum-newspaper.txt
The Spire,the-spire,College of the Holy Cross,0,10,publication_corpora/the-spire.txt
The Spokesman,the-spokesman,Morgan State University,0,10,publication_corpora/the-spokesman.txt
The SpringHillian,the-springhillian,Spring Hill College,0,10,publication_corpora/the-springhillian.txt
The Squawk,the-squawk,Cecil College,0,10,publication_corpora/the-squawk.txt
The State Hornet,the-state-hornet,California State University-Sacramento,0,10,publication_corpora/the-state-hornet.txt
The State Times,the-state-times,SUNY Oneonta,0,10,publication_corpora/the-state-times.txt
The Statesman,the-statesman,Stony Brook University,0,10,publication_corpora/the-statesman.txt
The Statesmen Status,the-statesmen-status,William Penn University,0,10,publication_corpora/the-statesmen-status.txt
The Student Life,the-student-life,The Claremont Colleges,0,10,publication_corpora/the-student-life.txt
The Stylus,the-stylus,SUNY Brockport,0,10,publication_corpora/the-stylus.txt
The Suffolk Journal,the-suffolk-journal,Suffolk University,0,10,publication_corpora/the-suffolk-journal.txt
The Sundial,the-sundial,Suffolk University,0,10,publication_corpora/the-sundial.txt
The Syrinx - Medium,the-syrinx-medium,Fresno Pacific University,0,10,publication_corpora/the-syrinx-medium.txt
The TCC Connection,the-tcc-connection,Tulsa Community College,0,10,publication_corpora/the-tcc-connection.txt
The Tack Online,the-tack-online,Buena Vista University,0,10,publication_corpora/the-tack-online.txt
The Tacoma Ledger,the-tacoma-ledger,University of Washington-Tacoma Campus,0,10,publication_corpora/the-tacoma-ledger.txt
The Tangerine,the-tangerine,Utica University,0,10,publication_corpora/the-tangerine.txt
The Tartan,the-tartan,Carnegie Mellon University,0,10,publication_corpora/the-tartan.txt
The Ticker,the-ticker,CUNY Bernard M Baruch College,0,10,publication_corpora/the-ticker.txt
The Tiger,the-tiger,Clemson University,0,10,publication_corpora/the-tiger.txt
The Times-Delphic,the-times-delphic,Drake University,0,10,publication_corpora/the-times-delphic.txt
The Trailblazer,the-trailblazer,Vincennes University,0,10,publication_corpora/the-trailblazer.txt
The Transcript,the-transcript,Ohio Wesleyan University,0,10,publication_corpora/the-transcript.txt
The Triton Review,the-triton-review,Edmonds College,0,10,publication_corpora/the-triton-review.txt
The Trojan Times,the-trojan-times,Dakota State University,0,10,publication_corpora/the-trojan-times.txt
The Trumpet,the-trumpet,West Liberty University,0,10,publication_corpora/the-trumpet.txt
The Tulane Hullabaloo,the-tulane-hullabaloo,Tulane University of Louisiana,0,10,publication_corpora/the-tulane-hullabaloo.txt
The UPTOWN EXCHANGE,the-uptown-exchange,City Colleges of Chicago-Harry S Truman College,0,10,publication_corpora/the-uptown-exchange.txt
The USD Vista,the-usd-vista,University of San Diego,0,10,publication_corpora/the-usd-vista.txt
The University News,the-university-news,Saint Louis University,0,10,publication_corpora/the-university-news.txt
The University Star,the-university-star,Texas State University,0,10,publication_corpora/the-university-star.txt
The Uproar,the-uproar,Columbus State University,0,10,publication_corpora/the-uproar.txt
The Vanderbilt Hustler,the-vanderbilt-hustler,Vanderbilt University,0,10,publication_corpora/the-vanderbilt-hustler.txt
The Vanguard Voice,the-vanguard-voice,Vanguard University of Southern California,0,10,publication_corpora/the-vanguard-voice.txt
The Vector,the-vector,New Jersey Institute of Technology,0,10,publication_corpora/the-vector.txt
The Vermilion,the-vermilion,University of Louisiana at Lafayette,0,10,publication_corpora/the-vermilion.txt
The Vermont Cynic,the-vermont-cynic,University of Vermont,0,10,publication_corpora/the-vermont-cynic.txt
The Villanovan,the-villanovan,Villanova University,0,10,publication_corpora/the-villanovan.txt
The Virginia Statesman,the-virginia-statesman,Virginia State University,0,10,publication_corpora/the-virginia-statesman.txt
The Vision Online,the-vision-online,North Greenville University,0,10,publication_corpora/the-vision-online.txt
The Volante,the-volante,University of South Dakota,0,10,publication_corpora/the-volante.txt
The Volunteer,the-volunteer,John A Logan College,0,10,publication_corpora/the-volunteer.txt
The Voyager,the-voyager,The University of West Florida,0,10,publication_corpora/the-voyager.txt
The Waltonian,the-waltonian,Eastern University,0,10,publication_corpora/the-waltonian.txt
The Washburn Review,the-washburn-review,Washburn University,0,10,publication_corpora/the-washburn-review.txt
The Weather Vane,the-weather-vane,Eastern Mennonite University,0,10,publication_corpora/the-weather-vane.txt
The Wellesley News,the-wellesley-news,Wellesley College,0,10,publication_corpora/the-wellesley-news.txt
The Wesleyan Argus,the-wesleyan-argus,Wesleyan University,0,10,publication_corpora/the-wesleyan-argus.txt
The West Georgian,the-west-georgian,University of West Georgia,0,10,publication_corpora/the-west-georgian.txt
The Western Carolinian,the-western-carolinian,Western Carolina University,1,10,publication_corpora/the-western-carolinian.txt
The Westerner,the-westerner,Western New England University,0,10,publication_corpora/the-westerner.txt
The Westfield Voice,the-westfield-voice,Westfield State University,0,10,publication_corpora/the-westfield-voice.txt
The Wheaton Record,the-wheaton-record,Wheaton College (Massachusetts),0,10,publication_corpora/the-wheaton-record.txt
The Whit,the-whit,Rowan University,0,10,publication_corpora/the-whit.txt
The Wichitan,the-wichitan,Midwestern State University,0,10,publication_corpora/the-wichitan.txt
The Williams Record,the-williams-record,Williams College,0,10,publication_corpora/the-williams-record.txt
The Wilson Billboard,the-wilson-billboard,Wilson College,0,10,publication_corpora/the-wilson-billboard.txt
The Winonan,the-winonan,Winona State University,0,10,publication_corpora/the-winonan.txt
The Witmarsum,the-witmarsum,Bluffton University,0,10,publication_corpora/the-witmarsum.txt
The Xavier Herald,the-xavier-herald,Xavier University of Louisiana,0,10,publication_corpora/the-xavier-herald.txt
The Yellow Jacket,the-yellow-jacket,Randolph-Macon College,0,10,publication_corpora/the-yellow-jacket.txt
Thorobred News,thorobred-news,Kentucky State University,0,10,publication_corpora/thorobred-news.txt
Threefold Advocate - JBU Student Newspaper,threefold-advocate-jbu-student-newspaper,John Brown University,0,10,publication_corpora/threefold-advocate-jbu-student-newspaper.txt
Thunderword,thunderword,Highline College,0,10,publication_corpora/thunderword.txt
Tiger Media Network,tiger-media-network,Fort Hays State University,0,10,publication_corpora/tiger-media-network.txt
Top o’ The World,top-o-the-world,Western Colorado University,0,10,publication_corpora/top-o-the-world.txt
TrevEchoes Online,trevechoes-online,Trevecca Nazarene University,0,10,publication_corpora/trevechoes-online.txt
Trinitonian,trinitonian,Trinity University,0,10,publication_corpora/trinitonian.txt
Trinity Tripod,trinity-tripod,Trinity College,0,10,publication_corpora/trinity-tripod.txt
Troubadour,troubadour,Saint Francis University,0,10,publication_corpora/troubadour.txt
UH Beat Archives - Honolulu Civil Beat,uh-beat-archives-honolulu-civil-beat,University of Hawaii,0,10,publication_corpora/uh-beat-archives-honolulu-civil-beat.txt
UNF Spinnaker,unf-spinnaker,University of North Florida,0,10,publication_corpora/unf-spinnaker.txt
UNLV Scarlet and Gray,unlv-scarlet-and-gray,University of Nevada-Las Vegas,0,10,publication_corpora/unlv-scarlet-and-gray.txt
UO Catalyst Journalism Project,uo-catalyst-journalism-project,University of Oregon,1,10,publication_corpora/uo-catalyst-journalism-project.txt
UVU REVIEW,uvu-review,Utah Valley University,0,10,publication_corpora/uvu-review.txt
UWM Post,uwm-post,University of Wisconsin-Milwaukee,0,10,publication_corpora/uwm-post.txt
University of Detroit Mercy (VN),university-of-detroit-mercy-vn,University of Detroit Mercy,0,10,publication_corpora/university-of-detroit-mercy-vn.txt
Urban Community Journalism Class Blog,urban-community-journalism-class-blog,Clark University,1,10,publication_corpora/urban-community-journalism-class-blog.txt
Valencia Voice,valencia-voice,Valencia College,0,10,publication_corpora/valencia-voice.txt
Vanguard,vanguard,University of North Georgia,0,10,publication_corpora/vanguard.txt
Viewfinder Media,viewfinder-media,Grand View University,0,10,publication_corpora/viewfinder-media.txt
Viewpoints,viewpoints,Riverside City College,0,10,publication_corpora/viewpoints.txt
Viking Fusion,viking-fusion,Berry College,0,10,publication_corpora/viking-fusion.txt
WHALESONG,whalesong,University of Alaska Southeast,0,10,publication_corpora/whalesong.txt
WPI Tech News,wpi-tech-news,Worcester Polytechnic Institute,0,10,publication_corpora/wpi-tech-news.txt
Warhawk News,warhawk-news,John C Calhoun State Community College,0,10,publication_corpora/warhawk-news.txt
West Texas Tribune,west-texas-tribune,DROP,,10,publication_corpora/west-texas-tribune.txt
Western Oregon University,western-oregon-university,Western Oregon University,0,10,publication_corpora/western-oregon-university.txt
Whetstone,whetstone,Wesley College,0,10,publication_corpora/whetstone.txt
Whitman Wire,whitman-wire,Whitman College,0,10,publication_corpora/whitman-wire.txt
Wildcat Wire,wildcat-wire,Culver-Stockton College,0,10,publication_corpora/wildcat-wire.txt
dailytitan.com - RSS Results,dailytitan-com-rss-results,California State University-Fullerton,0,10,publication_corpora/dailytitan-com-rss-results.txt
eCorsair,ecorsair,Pensacola State College,0,10,publication_corpora/ecorsair.txt
el Don News,el-don-news,Santa Ana College,0,10,publication_corpora/el-don-news.txt
http://www.cccvoice.com/feed/,http-www-cccvoice-com-feed,Cuyahoga Community College District,0,10,publication_corpora/http-www-cccvoice-com-feed.txt
https://bonfire.digital.uic.edu/feed/,https-bonfire-digital-uic-edu-feed,University of Illinois Chicago,0,10,publication_corpora/https-bonfire-digital-uic-edu-feed.txt
https://cuatower.com/feed/,https-cuatower-com-feed,The Catholic University of America,0,10,publication_corpora/https-cuatower-com-feed.txt
https://fulcrumnewspaper.wpcomstaging.com/feed/,https-fulcrumnewspaper-wpcomstaging-com-feed,SUNY Broome Community College,0,10,publication_corpora/https-fulcrumnewspaper-wpcomstaging-com-feed.txt
https://lcctorch.com/feed/,https-lcctorch-com-feed,Lane Community College,0,10,publication_corpora/https-lcctorch-com-feed.txt
https://rutgersobserver.wordpress.com/feed/,https-rutgersobserver-wordpress-com-feed,Rutgers University-Newark,0,10,publication_corpora/https-rutgersobserver-wordpress-com-feed.txt
https://setonianonline.com/feed/,https-setonianonline-com-feed,Seton Hill University,0,10,publication_corpora/https-setonianonline-com-feed.txt
https://statementmga.wpcomstaging.com/feed/,https-statementmga-wpcomstaging-com-feed,Middle Georgia State University,0,10,publication_corpora/https-statementmga-wpcomstaging-com-feed.txt
https://stocktonargo.com/feed/,https-stocktonargo-com-feed,Stockton University,0,10,publication_corpora/https-stocktonargo-com-feed.txt
https://supicket.com/feed/,https-supicket-com-feed,Shepherd University,0,10,publication_corpora/https-supicket-com-feed.txt
https://tartan.gordon.edu/feed/,https-tartan-gordon-edu-feed,Gordon College,0,10,publication_corpora/https-tartan-gordon-edu-feed.txt
https://thecritograph.com/feed/,https-thecritograph-com-feed,University of Lynchburg,0,10,publication_corpora/https-thecritograph-com-feed.txt
https://themetropolitan.metrostate.edu/feed/,https-themetropolitan-metrostate-edu-feed,Metropolitan State University,0,10,publication_corpora/https-themetropolitan-metrostate-edu-feed.txt
https://theminaretonline.org/feed/,https-theminaretonline-org-feed,The University of Tampa,0,10,publication_corpora/https-theminaretonline-org-feed.txt
https://theredlandsbulldog.com/index.php/feed/,https-theredlandsbulldog-com-index-php-feed,University of Redlands,0,10,publication_corpora/https-theredlandsbulldog-com-index-php-feed.txt
https://thesewaneepurple.org/feed/,https-thesewaneepurple-org-feed,The University of the South,0,10,publication_corpora/https-thesewaneepurple-org-feed.txt
https://thestroudcourier.com/feed/,https-thestroudcourier-com-feed,East Stroudsburg University of Pennsylvania,0,10,publication_corpora/https-thestroudcourier-com-feed.txt
https://thetowerlight.com/feed/,https-thetowerlight-com-feed,Towson University,0,10,publication_corpora/https-thetowerlight-com-feed.txt
https://thevalleyvanguard.com/feed/,https-thevalleyvanguard-com-feed,Saginaw Valley State University,0,10,publication_corpora/https-thevalleyvanguard-com-feed.txt
https://troubonline.com/feed/,https-troubonline-com-feed,Franciscan University of Steubenville,0,10,publication_corpora/https-troubonline-com-feed.txt
https://www.fsuthevoice.com/feed/,https-www-fsuthevoice-com-feed,Fayetteville State University,0,10,publication_corpora/https-www-fsuthevoice-com-feed.txt
https://www.marcolian.com/?feed=rss2,https-www-marcolian-com-feed-rss2,Marietta College,0,10,publication_corpora/https-www-marcolian-com-feed-rss2.txt
https://www.rvcvalleyforge.com/index.php/feed/,https-www-rvcvalleyforge-com-index-php-feed,Rock Valley College,0,10,publication_corpora/https-www-rvcvalleyforge-com-index-php-feed.txt
https://www.thecbctower.com/feed/,https-www-thecbctower-com-feed,Central Baptist College,0,10,publication_corpora/https-www-thecbctower-com-feed.txt
https://yorkpbnews.net/feed/,https-yorkpbnews-net-feed,CUNY York College,0,10,publication_corpora/https-yorkpbnews-net-feed.txt
iPulse News,ipulse-news,Lynn University,0,10,publication_corpora/ipulse-news.txt
Kent State NewsLab,,Kent State University,1,10,publication_corpora/nan.txt
,,DROP,,10,publication_corpora/nan.txt
the Tartan,the-tartan-2,Radford University,0,10,publication_corpora/the-tartan-2.txt
the advocate,the-advocate,Montgomery College,0,10,publication_corpora/the-advocate.txt
